id,gender,injection_structures,injection_volume,injection_structures_volumes,injection_volume_percentages,injection_x,injection_y,injection_z,product_id,specimen_name,strain,structure_abbrev,structure_id,structure_name,transgenic_line,transgenic_line_id,id,primary_injection_structure
123663689,M,"[136, 202, 209, 217, 445, 621, 661, 852, 867, 920, 549009215]",0.6035830976,"{136: 0.075431, 202: 0.138706, 209: 0.010047, 217: 0.012345, 445: 0.016196, 621: 0.007458, 661: 0.193005, 852: 0.044126, 867: 0.034958, 920: 0.006368, 549009215: 0.006797}","{136: 0.124972, 202: 0.229804, 209: 0.016646, 217: 0.020453, 445: 0.026833, 621: 0.012356, 661: 0.319765, 852: 0.073107, 867: 0.057917, 920: 0.01055, 549009215: 0.011262}",10740,3540,7120,5,378-1252,C57BL/6J,VII,661,Facial motor nucleus,,,123663689,136
146795148,M,"[342, 403, 536, 1022, 1031]",0.245500388,"{342: 0.039947, 403: 0.001775, 536: 0.157683, 1022: 0.009611, 1031: 0.015204}","{342: 0.162716, 403: 0.007229, 536: 0.642291, 1022: 0.039151, 1031: 0.061932}",6590,5090,8320,5,378-1497,C57BL/6J,CEA,536,Central amygdalar nucleus,,,146795148,342
146593590,M,"[39, 48, 993]",0.17721977,"{39: 0.101037, 48: 0.036473, 993: 0.03971}","{39: 0.570123, 48: 0.205807, 993: 0.224071}",5270,1650,6180,5,378-1487,C57BL/6J,ACAd,39,"Anterior cingulate area, dorsal part",,,146593590,39
146470726,M,"[56, 72, 258, 266, 342, 351, 523, 564, 596, 1109]",0.643639996546094,"{56: 0.122058, 72: 0.032868, 258: 0.009524, 266: 0.049504, 342: 0.02721, 351: 0.116108, 523: 0.019307, 564: 0.023946, 596: 0.004958, 1109: 0.047554}","{56: 0.189637, 72: 0.051065, 258: 0.014797, 266: 0.076913, 342: 0.042275, 351: 0.180392, 523: 0.029997, 564: 0.037204, 596: 0.007704, 1109: 0.073883}",4700,5010,6240,5,378-1435,C57BL/6J,ACB,56,Nucleus accumbens,,,146470726,56
126116142,M,"[88, 194, 226, 347, 351, 515, 523, 576073704]",0.6612415936,"{88: 0.210656, 194: 0.011661, 226: 0.026637, 347: 0.011421, 351: 0.023289, 515: 0.141366, 523: 0.124416, 576073704: 0.014532}","{88: 0.318577, 194: 0.017635, 226: 0.040284, 347: 0.017271, 351: 0.035219, 515: 0.213789, 523: 0.188155, 576073704: 0.021977}",6140,6140,6490,5,378-1275,C57BL/6J,AHN,88,Anterior hypothalamic nucleus,,,126116142,88
120811946,M,"[128, 214, 749]",0.3016077988,"{128: 0.097991, 214: 0.145136, 749: 0.004954}","{128: 0.324895, 214: 0.481206, 749: 0.016424}",8510,4830,6520,5,378-1221,C57BL/6J,RN,214,Red nucleus,,,120811946,128
158257355,M,"[48, 56, 72, 226, 258, 263, 266, 272, 342, 351, 523, 564, 596, 1109]",1.4149421104,"{48: 0.019857, 56: 0.111072, 72: 0.031935, 226: 0.042954, 258: 0.097343, 263: 0.041512, 266: 0.094432, 272: 0.046377, 342: 0.066158, 351: 0.027795, 523: 0.11553, 564: 0.128517, 596: 0.249573, 1109: 0.038045}","{48: 0.014034, 56: 0.078499, 72: 0.02257, 226: 0.030357, 258: 0.068796, 263: 0.029338, 266: 0.066739, 272: 0.032776, 342: 0.046757, 351: 0.019644, 523: 0.08165, 564: 0.090829, 596: 0.176384, 1109: 0.026888}",4620,6410,5620,5,378-1626,C57BL/6J,NDB,596,Diagonal band nucleus,,,158257355,48
272968624,M,"[186, 362, 575, 726, 741, 907, 930, 1020]",0.0545799877,"{186: 0.000638, 362: 0.005408, 575: 0.00054, 726: 0.000878, 741: 0.006319, 907: 0.002453, 930: 0.036999, 1020: 0.000281}","{186: 0.011695, 362: 0.099081, 575: 0.009889, 726: 0.016083, 741: 0.115769, 907: 0.044947, 930: 0.67789, 1020: 0.005155}",7510,4430,6600,5,378-1898,C57BL/6J,PF,930,Parafascicular nucleus,,,272968624,186
146658879,M,"[128, 215, 218, 325, 726, 930, 1020, 1029, 563807435]",0.3212279868,"{128: 0.007531, 215: 0.01636, 218: 0.074308, 325: 0.006171, 726: 0.019116, 930: 0.005883, 1020: 0.067376, 1029: 0.008214, 563807435: 0.009413}","{128: 0.023445, 215: 0.050929, 218: 0.231326, 325: 0.019211, 726: 0.059508, 930: 0.018315, 1020: 0.209744, 1029: 0.025571, 563807435: 0.029303}",7460,2520,7230,5,378-1484,C57BL/6J,LP,218,Lateral posterior nucleus of the thalamus,,,146658879,128
180707817,M,"[685, 797]",0.0266735518,"{685: 0.025922, 797: 0.0003}","{685: 0.97184, 797: 0.01123}",7080,5030,6330,5,378-1831,C57BL/6J,VM,685,Ventral medial nucleus of the thalamus,,,180707817,685
112827872,M,[1017],0.331598876,{1017: 0.329884},{1017: 0.994827},11460,3780,8800,5,378-1072,C57BL/6J,AN,1017,Ansiform lobule,,,112827872,1017
100141214,M,"[463, 726]",0.150276238,"{463: 0.032511, 726: 0.116321}","{463: 0.216344, 726: 0.774047}",6600,2830,6630,5,378-603,C57BL/6J,DG,726,Dentate gyrus,,,100141214,463
158738894,M,[1041],0.013150929925,{1041: 0.012351},{1041: 0.939166},10690,4710,8940,5,378-1643,C57BL/6J,PFL,1041,Paraflocculus,,,158738894,1041
127762867,M,"[369, 672]",0.1725274124,"{369: 0.001975, 672: 0.164834}","{369: 0.01145, 672: 0.955405}",6020,2520,7930,5,378-1463,C57BL/6J,CP,672,Caudoputamen,,,127762867,369
158914182,M,"[58, 128, 146, 214, 246, 374, 381, 749, 886]",0.5391671488,"{58: 0.009306, 128: 0.03563, 146: 0.003048, 214: 0.022259, 246: 0.032358, 374: 0.045556, 381: 0.155556, 749: 0.104247, 886: 0.009357}","{58: 0.01726, 128: 0.066083, 146: 0.005653, 214: 0.041285, 246: 0.060015, 374: 0.084494, 381: 0.288512, 749: 0.193348, 886: 0.017355}",8250,1120,6860,5,378-1649,C57BL/6J,SNr,381,"Substantia nigra, reticular part",,,158914182,58
127084296,M,[985],0.3443178256,{985: 0.343548},{985: 0.997763},5160,2270,6980,5,378-1401,C57BL/6J,MOp,985,Primary motor area,,,127084296,985
146858755,M,"[385, 402, 409]",0.0661820313,"{385: 0.003717, 402: 0.016521, 409: 0.045944}","{385: 0.056162, 402: 0.249623, 409: 0.694202}",8520,1230,9270,5,378-1507,C57BL/6J,VISl,409,Lateral visual area,,,146858755,385
114427219,M,"[64, 255]",0.1711982188,"{64: 0.034128, 255: 0.131262}","{64: 0.199347, 255: 0.766723}",6000,3610,6360,5,378-1177,C57BL/6J,AV,255,Anteroventral nucleus of thalamus,,,114427219,64
112425523,M,"[414, 685, 797, 946]",0.2005974544,"{414: 0.004274, 685: 0.003026, 797: 0.012014, 946: 0.032906}","{414: 0.021308, 685: 0.015086, 797: 0.059893, 946: 0.16404}",7600,4930,6120,5,378-946,C57BL/6J,PH,946,Posterior hypothalamic nucleus,,,112425523,414
120493315,M,[91],0.0681951522,{91: 0.061877},{91: 0.907356},11570,3560,7380,5,378-1242,C57BL/6J,IP,91,Interposed nucleus,,,120493315,91
114754390,M,"[294, 302, 886]",0.4578995512,"{294: 0.092677, 302: 0.34145, 886: 0.02377}","{294: 0.202397, 302: 0.745688, 886: 0.051911}",8540,1960,6530,5,378-1181,C57BL/6J,SCs,302,"Superior colliculus, sensory related",,,114754390,294
174736554,M,"[366, 685, 741, 797, 879, 886]",0.2300897312,"{366: 0.014964, 685: 0.193747, 741: 0.001762, 797: 0.005726, 879: 0.006265, 886: 0.001362}","{366: 0.065035, 685: 0.842051, 741: 0.007659, 797: 0.024888, 879: 0.027229, 886: 0.005921}",7150,4790,6240,5,378-1769,C57BL/6J,VM,685,Ventral medial nucleus of the thalamus,,,174736554,366
114008220,M,"[382, 502, 726, 484682470]",0.07194278,"{382: 0.000777, 502: 0.000906, 726: 0.06645, 484682470: 0.003487}","{382: 0.010794, 502: 0.012588, 726: 0.923647, 484682470: 0.048465}",8280,2380,7720,5,378-1154,C57BL/6J,DG,726,Dentate gyrus,,,114008220,382
100147853,M,[385],0.0735476182,{385: 0.073547},{385: 0.999988},9440,1220,8630,5,378-874,C57BL/6J,VISp,385,Primary visual area,,,100147853,385
180709942,M,"[985, 993]",0.8089883536,"{985: 0.328827, 993: 0.480145}","{985: 0.406467, 993: 0.593513}",2670,2800,8010,5,378-1812,C57BL/6J,MOs,993,Secondary motor area,,,180709942,985
307321674,M,"[385, 409]",0.8053739568,"{385: 0.727904, 409: 0.065571}","{385: 0.903809, 409: 0.081416}",8930,1810,8450,5,C57BL/6-152924,C57BL/6J,VISp,385,Primary visual area,,,307321674,385
113936696,M,"[928, 1007]",0.245108878,"{928: 0.001265, 1007: 0.232652}","{928: 0.005161, 1007: 0.949179}",11160,2780,7950,5,378-1151,C57BL/6J,SIM,1007,Simple lobule,,,113936696,928
180709230,M,"[104, 119, 723, 961]",0.797135528,"{104: 0.240849, 119: 0.26212, 723: 0.270781, 961: 0.01458}","{104: 0.302143, 119: 0.328827, 723: 0.339692, 961: 0.018291}",3010,4370,7970,5,378-1810,C57BL/6J,ORBl,723,"Orbital area, lateral part",,,180709230,104
100141434,M,"[194, 362, 366, 414, 685, 741, 797, 907, 946, 1077]",0.3191896848,"{194: 0.003057, 362: 0.00247, 366: 0.006759, 414: 0.002752, 685: 0.045694, 741: 0.005519, 797: 0.003588, 907: 0.005632, 946: 0.119059, 1077: 0.011528}","{194: 0.009578, 362: 0.00774, 366: 0.021174, 414: 0.008621, 685: 0.143157, 741: 0.01729, 797: 0.01124, 907: 0.017645, 946: 0.373005, 1077: 0.036116}",7200,4950,6000,5,378-674,C57BL/6J,PH,946,Posterior hypothalamic nucleus,,,100141434,194
114755811,M,"[7, 101, 534, 867, 928, 549009227]",0.2494142336,"{7: 0.118187, 101: 0.006819, 534: 0.011248, 867: 0.067518, 928: 0.015704, 549009227: 0.002006}","{7: 0.473858, 101: 0.027338, 534: 0.045097, 867: 0.270706, 928: 0.062962, 549009227: 0.008042}",10130,5120,7630,5,378-1188,C57BL/6J,PSV,7,Principal sensory nucleus of the trigeminal,,,114755811,7
277710753,M,"[295, 353, 369, 536, 672, 182305689]",0.2210626572,"{295: 0.107778, 353: 0.001307, 369: 0.008099, 536: 0.027469, 672: 0.017275, 182305689: 0.046207}","{295: 0.487545, 353: 0.005912, 369: 0.036635, 536: 0.124258, 672: 0.078144, 182305689: 0.209021}",5740,1950,8350,5,378-1921,C57BL/6J,BLA,295,Basolateral amygdalar nucleus,,,277710753,295
112308468,M,"[382, 423, 463]",0.1130080238,"{382: 0.003455, 423: 0.005106, 463: 0.102654}","{382: 0.030577, 423: 0.045182, 463: 0.908377}",7500,3390,9160,5,378-932,C57BL/6J,CA3,463,Field CA3,,,112308468,382
126115436,M,"[385, 879, 1037, 484682508]",0.015742581575,"{385: 0.000792, 879: 0.000141, 1037: 0.002957, 484682508: 0.011845}","{385: 0.050293, 879: 0.008953, 1037: 0.187835, 484682508: 0.752431}",9740,2310,8070,5,378-1271,C57BL/6J,APr,484682508,Area prostriata,,,126115436,385
138059031,M,"[133, 263, 272, 452, 515, 523, 763]",0.0590262616152344,"{133: 0.000889, 263: 0.004712, 272: 0.038607, 452: 0.000542, 515: 0.006912, 523: 0.005227, 763: 0.000612}","{133: 0.015066, 263: 0.079832, 272: 0.654063, 452: 0.009184, 515: 0.117107, 523: 0.08856, 763: 0.010376}",4940,6770,5850,5,378-1335,C57BL/6J,AVPV,272,Anteroventral periventricular nucleus,,,138059031,133
272969333,M,[155],0.0297776528,{155: 0.028807},{155: 0.96739},6440,3270,7400,5,378-1899,C57BL/6J,LD,155,Lateral dorsal nucleus of thalamus,,,272969333,155
125363160,M,"[128, 215, 634, 930]",0.091939337,"{128: 0.023969, 215: 0.039525, 634: 0.002197, 930: 0.002274}","{128: 0.260705, 215: 0.429904, 634: 0.023896, 930: 0.024732}",7900,3580,6590,5,378-1258,C57BL/6J,APN,215,Anterior pretectal nucleus,,,125363160,128
126522350,M,"[128, 294, 616, 795, 867, 1052]",0.445330228,"{128: 0.092242, 294: 0.090257, 616: 0.151493, 795: 0.013345, 867: 0.003623, 1052: 0.022584}","{128: 0.207131, 294: 0.202675, 616: 0.340182, 795: 0.029968, 867: 0.008135, 1052: 0.050713}",9840,3870,7020,5,378-1284,C57BL/6J,CUN,616,Cuneiform nucleus,,,126522350,128
112827164,M,"[294, 302]",0.064041579,"{294: 0.013221, 302: 0.050821}","{294: 0.206441, 302: 0.793559}",9220,1540,5970,5,378-1071,C57BL/6J,SCs,302,"Superior colliculus, sensory related",,,112827164,294
304586645,M,[385],0.2089061884,{385: 0.206959},{385: 0.990677},8510,1540,8190,5,C57BL/6-144798,C57BL/6J,VISp,385,Primary visual area,,,304586645,385
273025872,M,"[181, 366, 414, 685, 741, 797, 879, 946, 1077]",0.1825649644,"{181: 0.003438, 366: 0.021521, 414: 0.0015, 685: 0.051543, 741: 0.002993, 797: 0.001717, 879: 0.007385, 946: 0.025188, 1077: 0.018953}","{181: 0.018831, 366: 0.11788, 414: 0.008215, 685: 0.282328, 741: 0.016394, 797: 0.009406, 879: 0.04045, 946: 0.137967, 1077: 0.103817}",7270,4930,6090,5,378-1903,C57BL/6J,VM,685,Ventral medial nucleus of the thalamus,,,273025872,181
113766038,M,"[353, 369, 672, 182305689]",0.3038386904,"{353: 0.001671, 369: 0.017976, 672: 0.250449, 182305689: 0.026418}","{353: 0.005501, 369: 0.059162, 672: 0.824281, 182305689: 0.086948}",5720,2600,8350,5,378-1131,C57BL/6J,CP,672,Caudoputamen,,,113766038,353
127139568,M,"[502, 843, 918, 926, 1084]",0.5525325456,"{502: 0.185511, 843: 0.015241, 918: 0.011752, 926: 0.311435, 1084: 0.022382}","{502: 0.335746, 843: 0.027585, 918: 0.021269, 926: 0.563649, 1084: 0.040507}",9290,5490,8880,5,378-1400,C57BL/6J,ENTm,926,"Entorhinal area, medial part, dorsal zone",,,127139568,502
126653015,M,[566],0.2247933996,{566: 0.223628},{566: 0.994818},8290,6110,9290,5,378-1287,C57BL/6J,TR,566,Postpiriform transition area,,,126653015,566
146553971,M,"[895, 918, 922, 952]",0.2271489276,"{895: 0.01903, 918: 0.139667, 922: 0.055508, 952: 0.009685}","{895: 0.083777, 918: 0.614869, 922: 0.244367, 952: 0.042639}",8020,4810,9800,5,378-1465,C57BL/6J,ENTl,918,"Entorhinal area, lateral part",,,146553971,895
126646502,M,"[294, 302]",0.28924994,"{294: 0.185186, 302: 0.104064}","{294: 0.640229, 302: 0.359771}",8850,1790,6420,5,378-1285,C57BL/6J,SCm,294,"Superior colliculus, motor related",,,126646502,294
122641784,M,"[382, 423, 463, 726]",0.0695466555,"{382: 0.060821, 423: 0.003607, 463: 0.001407, 726: 0.000399}","{382: 0.87454, 423: 0.05187, 463: 0.020234, 726: 0.005732}",8040,5550,8970,5,378-1250,C57BL/6J,CA1,382,Field CA1,,,122641784,382
127083591,M,"[215, 294]",0.1715720692,"{215: 0.153462, 294: 0.008785}","{215: 0.894444, 294: 0.051202}",8520,3560,7410,5,378-1375,C57BL/6J,APN,215,Anterior pretectal nucleus,,,127083591,215
626107114,M,"[385, 502, 726, 843, 926, 1084]",0.212027998,"{385: 0.012824, 502: 0.015357, 726: 0.002871, 843: 0.036755, 926: 0.110506, 1084: 0.033304}","{385: 0.06048, 502: 0.072431, 726: 0.013539, 843: 0.173351, 926: 0.521184, 1084: 0.157074}",9250,4520,8540,5,C57BL6J_OLD-339344,C57BL/6J,ENTm,926,"Entorhinal area, medial part, dorsal zone",,,626107114,385
117316260,M,"[262, 718, 1022, 1031]",0.1835379868,"{262: 0.105318, 718: 0.003185, 1022: 0.018445, 1031: 0.002435}","{262: 0.573823, 718: 0.017356, 1022: 0.1005, 1031: 0.013267}",5910,4810,7360,5,378-1202,C57BL/6J,RT,262,Reticular nucleus of the thalamus,,,117316260,262
142654808,M,[1017],0.2430607564,{1017: 0.243061},{1017: 1.0},12010,2400,8850,5,378-1358,C57BL/6J,AN,1017,Ansiform lobule,,,142654808,1017
112514202,M,"[39, 48, 993]",0.2223386172,"{39: 0.089775, 48: 0.107284, 993: 0.02528}","{39: 0.403774, 48: 0.482524, 993: 0.1137}",4220,1940,6210,5,378-963,C57BL/6J,ACAv,48,"Anterior cingulate area, ventral part",,,112514202,39
307558646,M,"[385, 409]",1.0584762832,"{385: 1.025685, 409: 0.007197}","{385: 0.96902, 409: 0.006799}",8740,1590,8140,5,C57BL/6-153763,C57BL/6J,VISp,385,Primary visual area,,,307558646,385
112951804,M,"[329, 378]",0.412418496,"{329: 0.35946, 378: 0.041387}","{329: 0.87159, 378: 0.100352}",6720,2440,8720,5,378-1091,C57BL/6J,SSp-bfd,329,"Primary somatosensory area, barrel field",,,112951804,329
112745787,M,[726],0.0817523644,{726: 0.081752},{726: 0.999996},7510,2270,7470,5,378-1057,C57BL/6J,DG,726,Dentate gyrus,,,112745787,726
180568155,M,"[15, 149]",0.006600075825,"{15: 0.003962, 149: 0.002617}","{15: 0.600319, 149: 0.396541}",5730,4600,5900,5,378-1840,C57BL/6J,PT,15,Parataenial nucleus,,,180568155,15
307320960,M,[385],0.5142510016,{385: 0.512603},{385: 0.996795},9340,1860,8300,5,C57BL/6-152923,C57BL/6J,VISp,385,Primary visual area,,,307320960,385
127796728,M,"[12, 100, 128, 197, 749, 795, 946, 607344830]",0.06004859013125,"{12: 0.003686, 100: 0.002748, 128: 0.005528, 197: 0.001114, 749: 0.007185, 795: 0.006759, 946: 0.001704, 607344830: 0.000407}","{12: 0.061384, 100: 0.04577, 128: 0.092051, 197: 0.018551, 749: 0.119656, 795: 0.112558, 946: 0.028371, 607344830: 0.006777}",8280,5220,5940,5,378-1474,C57BL/6J,VTA,749,Ventral tegmental area,,,127796728,12
180673746,M,"[184, 507, 723, 993]",0.139684006,"{184: 0.018441, 507: 0.004837, 723: 0.102116, 993: 0.004882}","{184: 0.13202, 507: 0.034625, 723: 0.731047, 993: 0.03495}",2090,3180,7380,5,378-1816,C57BL/6J,ORBl,723,"Orbital area, lateral part",,,180673746,184
157063074,M,"[194, 685, 797]",0.2469460644,"{194: 0.005394, 685: 0.10744, 797: 0.099917}","{194: 0.021844, 685: 0.435073, 797: 0.404609}",7160,5330,6490,5,378-1609,C57BL/6J,VM,685,Ventral medial nucleus of the thalamus,,,157063074,194
126188607,M,"[136, 203, 773, 852, 1048]",0.3297127288,"{136: 0.228914, 203: 0.014589, 773: 0.001843, 852: 0.007092, 1048: 0.072579}","{136: 0.694283, 203: 0.044247, 773: 0.005591, 852: 0.021508, 1048: 0.220127}",11910,6240,6370,5,378-1278,C57BL/6J,IRN,136,Intermediate reticular nucleus,,,126188607,136
127557915,M,"[128, 246, 271, 374, 381]",0.150937346,"{128: 0.115877, 246: 0.007406, 271: 0.00082, 374: 0.001686, 381: 0.001022}","{128: 0.767713, 246: 0.049069, 271: 0.005436, 374: 0.011169, 381: 0.006769}",9100,4250,7540,5,378-1306,C57BL/6J,MRN,128,Midbrain reticular nucleus,,,127557915,128
180719293,M,"[104, 985, 993]",1.0470485424,"{104: 0.174483, 985: 0.017372, 993: 0.851476}","{104: 0.166642, 985: 0.016592, 993: 0.813215}",2460,2960,8170,5,378-1822,C57BL/6J,MOs,993,Secondary motor area,,,180719293,104
114046440,M,"[63, 194, 262, 337, 356, 364, 685, 797, 985, 576073704]",0.7726066768,"{63: 0.019221, 194: 0.305429, 262: 0.008187, 337: 0.033496, 356: 0.005486, 364: 0.011547, 685: 0.066389, 797: 0.155645, 985: 0.009615, 576073704: 0.030751}","{63: 0.024878, 194: 0.395323, 262: 0.010596, 337: 0.043354, 356: 0.007101, 364: 0.014945, 685: 0.085928, 797: 0.201455, 985: 0.012445, 576073704: 0.039801}",6530,5900,6570,5,378-1157,C57BL/6J,LHA,194,Lateral hypothalamic area,,,114046440,63
175264587,M,"[206, 642, 1048, 1093]",0.015860997425,"{206: 0.004037, 642: 0.001255, 1048: 0.000107, 1093: 0.006392}","{206: 0.254548, 642: 0.079095, 1048: 0.006753, 1093: 0.402993}",10010,6500,5690,5,378-1794,C57BL/6J,PRNc,1093,"Pontine reticular nucleus, caudal part",,,175264587,206
272830456,M,"[15, 39, 149, 186, 362, 483, 993]",0.1737744428,"{15: 0.003, 39: 0.00192, 149: 0.003357, 186: 0.012675, 362: 0.101595, 483: 0.001101, 993: 0.043443}","{15: 0.017262, 39: 0.011046, 149: 0.019315, 186: 0.072939, 362: 0.584639, 483: 0.006334, 993: 0.249995}",5860,770,6340,5,378-1873,C57BL/6J,MD,362,Mediodorsal nucleus of thalamus,,,272830456,15
147354951,M,"[106, 136, 202, 209, 217, 445, 852]",0.293744514,"{106: 0.001866, 136: 0.009298, 202: 0.012261, 209: 0.003332, 217: 0.026317, 445: 0.073136, 852: 0.159785}","{106: 0.006352, 136: 0.031653, 202: 0.04174, 209: 0.011345, 217: 0.089593, 445: 0.248978, 852: 0.543959}",10800,5770,7360,5,378-1545,C57BL/6J,PARN,852,Parvicellular reticular nucleus,,,147354951,106
126908007,M,[353],0.3585781192,{353: 0.358568},{353: 0.999972},5830,2430,8740,5,378-1353,C57BL/6J,SSp-n,353,"Primary somatosensory area, nose",,,126908007,353
127797441,M,"[262, 337, 361, 629, 685, 797, 894, 985]",0.321585138,"{262: 0.024131, 337: 0.003211, 361: 0.009505, 629: 0.019774, 685: 0.126186, 797: 0.077823, 894: 0.017843, 985: 0.030657}","{262: 0.075037, 337: 0.009985, 361: 0.029557, 629: 0.061488, 685: 0.392387, 797: 0.242, 894: 0.055484, 985: 0.095331}",6310,5170,6880,5,378-1475,C57BL/6J,VM,685,Ventral medial nucleus of the thalamus,,,127797441,262
272970747,M,[362],0.0765251081,{362: 0.076052},{362: 0.993822},7100,4220,6190,5,378-1901,C57BL/6J,MD,362,Mediodorsal nucleus of thalamus,,,272970747,362
157062358,M,"[541, 312782574, 312782628]",0.073378578,"{541: 0.001947, 312782574: 0.002132, 312782628: 0.068894}","{541: 0.02653, 312782574: 0.029061, 312782628: 0.938886}",9270,2860,9500,5,378-1607,C57BL/6J,VISpor,312782628,Postrhinal area,,,157062358,541
157654817,M,[345],0.1382585568,{345: 0.138259},{345: 1.0},4370,3460,9310,5,378-1618,C57BL/6J,SSp-m,345,"Primary somatosensory area, mouth",,,157654817,345
147049515,M,"[127, 262, 351, 797]",0.1770259652,"{127: 0.002341, 262: 0.005572, 351: 0.100739, 797: 0.003488}","{127: 0.013223, 262: 0.031475, 351: 0.569064, 797: 0.019701}",5570,4500,6440,5,378-1527,C57BL/6J,BST,351,Bed nuclei of the stria terminalis,,,147049515,127
307743253,M,"[385, 409]",0.5686671088,"{385: 0.397272, 409: 0.162067}","{385: 0.698603, 409: 0.284995}",8810,1890,8690,5,C57BL/6-153764,C57BL/6J,VISp,385,Primary visual area,,,307743253,385
146045723,M,"[56, 226, 298, 342, 596, 672, 754, 993]",0.3813653928,"{56: 0.10114, 226: 0.004484, 298: 0.010795, 342: 0.1474, 596: 0.014347, 672: 0.039906, 754: 0.042216, 993: 0.006314}","{56: 0.265204, 226: 0.011758, 298: 0.028306, 342: 0.386506, 596: 0.037619, 672: 0.104639, 754: 0.110696, 993: 0.016556}",4890,6760,6790,5,378-1372,C57BL/6J,SI,342,Substantia innominata,,,146045723,56
272737914,M,"[104, 119, 345, 583, 1057]",0.243130748,"{104: 0.110554, 119: 0.001382, 345: 0.021035, 583: 0.001653, 1057: 0.107814}","{104: 0.454709, 119: 0.005683, 345: 0.086515, 583: 0.006797, 1057: 0.443442}",4140,3980,9230,5,378-1864,C57BL/6J,AId,104,"Agranular insular area, dorsal part",,,272737914,104
159650350,M,"[23, 56, 298, 342, 536, 672, 754, 985, 998]",0.721880152,"{23: 0.111228, 56: 0.00993, 298: 0.082128, 342: 0.277348, 536: 0.00565, 672: 0.090492, 754: 0.011184, 985: 0.020309, 998: 0.06318}","{23: 0.154082, 56: 0.013756, 298: 0.11377, 342: 0.384203, 536: 0.007827, 672: 0.125356, 754: 0.015493, 985: 0.028134, 998: 0.087521}",5590,6270,7740,5,378-1679,C57BL/6J,SI,342,Substantia innominata,,,159650350,23
127761449,M,"[23, 319, 329, 342, 403, 536, 672, 1022, 1105, 182305689]",0.8736863072,"{23: 0.012575, 319: 0.156176, 329: 0.00864, 342: 0.025204, 403: 0.160897, 536: 0.308796, 672: 0.025121, 1022: 0.015969, 1105: 0.041523, 182305689: 0.024908}","{23: 0.014393, 319: 0.178755, 329: 0.00989, 342: 0.028848, 403: 0.184159, 536: 0.353441, 672: 0.028753, 1022: 0.018278, 1105: 0.047526, 182305689: 0.02851}",6700,5040,8500,5,378-1472,C57BL/6J,CEA,536,Central amygdalar nucleus,,,127761449,23
100141796,M,"[409, 425, 312782574, 312782628]",0.1785615076,"{409: 0.056457, 425: 0.006121, 312782574: 0.081317, 312782628: 0.034554}","{409: 0.316179, 425: 0.034278, 312782574: 0.455401, 312782628: 0.193514}",9180,2370,9440,5,378-796,C57BL/6J,VISli,312782574,Laterointermediate area,,,100141796,409
139426984,M,"[39, 48]",0.125346312,"{39: 0.083902, 48: 0.041248}","{39: 0.669365, 48: 0.32907}",4930,1800,6080,5,378-1343,C57BL/6J,ACAd,39,"Anterior cingulate area, dorsal part",,,139426984,39
116903968,M,"[385, 402, 409]",0.1688734824,"{385: 0.021232, 402: 0.016704, 409: 0.130879}","{385: 0.125729, 402: 0.098913, 409: 0.77501}",8490,1430,9120,5,378-1192,C57BL/6J,VISl,409,Lateral visual area,,,116903968,385
114045733,M,"[491, 525, 946, 980]",0.0704841333,"{491: 0.017418, 525: 0.032579, 946: 0.015645, 980: 0.002561}","{491: 0.247115, 525: 0.462216, 946: 0.221968, 980: 0.03633}",7910,5780,5850,5,378-1156,C57BL/6J,SUM,525,Supramammillary nucleus,,,114045733,491
112882565,M,"[329, 378]",0.1749166132,"{329: 0.109312, 378: 0.064254}","{329: 0.624936, 378: 0.367342}",7310,2270,8990,5,378-1073,C57BL/6J,SSp-bfd,329,"Primary somatosensory area, barrel field",,,112882565,329
268389532,M,"[91, 846, 1007, 1033]",0.159989704,"{91: 0.06959, 846: 0.047338, 1007: 0.004544, 1033: 0.013451}","{91: 0.434965, 846: 0.295883, 1007: 0.0284, 1033: 0.084076}",11560,4330,8180,5,378-1855,C57BL/6J,IP,91,Interposed nucleus,,,268389532,91
126843200,M,"[15, 149, 362, 1113]",0.00402837973125,"{15: 0.003579, 149: 7.1e-05, 362: 0.000183, 1113: 9.1e-05}","{15: 0.888527, 149: 0.0176, 362: 0.045547, 1113: 0.022697}",5880,4130,6110,5,378-1338,C57BL/6J,PT,15,Parataenial nucleus,,,126843200,15
127468854,M,"[262, 1022, 1031]",0.1403124114,"{262: 0.081462, 1022: 0.004128, 1031: 0.001278}","{262: 0.580574, 1022: 0.02942, 1031: 0.009106}",6150,4630,7330,5,378-1302,C57BL/6J,RT,262,Reticular nucleus of the thalamus,,,127468854,262
112935169,M,"[337, 985]",0.2219102396,"{337: 0.113931, 985: 0.107979}","{337: 0.513412, 985: 0.486588}",5690,1590,7270,5,378-1076,C57BL/6J,SSp-ll,337,"Primary somatosensory area, lower limb",,,112935169,337
141602484,M,"[985, 993]",0.2090960536,"{985: 0.095152, 993: 0.113944}","{985: 0.455062, 993: 0.544938}",3970,1810,7400,5,378-1350,C57BL/6J,MOs,993,Secondary motor area,,,141602484,985
